Family,Genus,species,bar_code,plot_code,X,Y,DBH,leaf_thickness,leaf_toughness,sapwood_density,N,C_N,N15,C13,chlorophyll_concentration,surface_area,SLA
Lecythidaceae,Eschweilera,coriacea,T10173,T1,71,83,23.6,186.6666667,1.226666689,NA,0.026240864,18.97131798,2.749112963,-33.82817028,90.07556641,106.3733317,11.68081951
Lecythidaceae,Eschweilera,coriacea,T10185,T1,60.5,17,23.4,280,2.293333292,NA,0.021805146,22.77180139,1.105108686,-30.16042182,70.32094474,83.10079956,8.425224888
Lecythidaceae,Eschweilera,coriacea,T10208,T1,68.5,68.5,21.3,240,2.130000035,NA,0.019632874,24.99670441,1.138778598,-32.97145589,68.52432152,99.14743296,10.08620905
Lecythidaceae,Eschweilera,coriacea,T10211,T1,63,72.5,50,196.6666667,1.686666648,NA,0.023476084,21.17220283,0.847174973,-32.70084251,80.14935237,70.67316691,10.68108308
Lecythidaceae,Eschweilera,coriacea,T10227,T1,60,22,35.3,230,2.033333302,NA,0.022419133,22.0895726,3.004561878,-32.38246818,69.51817093,28.61489995,9.402486114
Lecythidaceae,Eschweilera,coriacea,T10249,T1,59.5,87.5,11.8,216.6666667,1.986666679,0.69377,0.021467937,22.85875108,1.713312948,-33.04714346,61.12103377,105.5185674,11.49857246
Lecythidaceae,Eschweilera,coriacea,T10290,T1,47.5,86.5,15.9,226.6666667,2.143333395,NA,NA,NA,NA,NA,93.92187461,109.2493006,9.961942423
Lecythidaceae,Eschweilera,coriacea,T10295,T1,34.5,10.5,17.5,203.3333333,1.716666698,NA,NA,NA,NA,NA,89.01384761,45.65616481,12.58901569
Lecythidaceae,Eschweilera,coriacea,T10317,T1,31,55,70,193.3333333,1.380000035,NA,0.025347422,19.4678733,0.468054781,-32.5274787,78.52568982,87.38610077,12.45407636
Lecythidaceae,Eschweilera,coriacea,T10319,T1,35.5,64.5,47.3,236.6666667,1.826666633,NA,0.024258281,20.37105832,0.970823338,-30.6492791,81.57344369,64.32049942,7.927752549
Lecythidaceae,Eschweilera,coriacea,T10340,T1,28.5,14.5,15.8,290,1.449999968,NA,0.023443229,21.16514039,1.879911152,-32.25356732,93.83673636,NA,NA
Lecythidaceae,Eschweilera,coriacea,T10341,T1,27.5,16,18.6,253.3333333,1.936666648,NA,NA,NA,NA,NA,85.10789871,87.77293396,9.526729451
Lecythidaceae,Eschweilera,coriacea,T10369,T1,27.5,64,10.5,193.3333333,1.613333305,NA,NA,NA,NA,NA,84.40651677,127.2419993,10.68362728
Lecythidaceae,Eschweilera,coriacea,T10371,T1,22,66,10.3,203.3333333,1.889999986,NA,NA,NA,NA,NA,68.45843955,95.4450353,11.38509374
Lecythidaceae,Eschweilera,coriacea,T10372,T1,23.5,71,13.8,240,2.110000014,NA,NA,NA,NA,NA,98.80151374,60.33810043,10.06753618
Lecythidaceae,Eschweilera,coriacea,T10373,T1,26,73,34.9,243.3333333,1.723333319,NA,0.023603326,20.96558409,1.827588564,-33.03960936,95.72567414,56.46446546,10.31628486
Lecythidaceae,Eschweilera,coriacea,T10375,T1,24,81.5,22.1,213.3333333,1.636666695,NA,0.020712729,23.33566359,0.808797477,-33.5004519,94.60542311,100.5048676,11.46879428
Lecythidaceae,Eschweilera,coriacea,T10377,T1,24,87,18.8,220,1.716666659,NA,0.023253178,20.83951716,1.692304599,-34.32144115,96.15970415,59.2543335,10.7280026
Lecythidaceae,Eschweilera,coriacea,T10383,T1,20,19,27.4,196.6666667,1.709999959,NA,0.023291047,20.82810017,1.200941941,-32.55446646,80.89631814,165.7339986,10.91791789
Lecythidaceae,Eschweilera,coriacea,T10397,T1,10.5,47,13.8,196.6666667,1.600000024,NA,NA,NA,NA,NA,60.87835225,74.70679983,11.01870215
Lecythidaceae,Eschweilera,coriacea,T10405,T1,18,71.5,20.4,183.3333333,1.429999987,NA,NA,NA,NA,NA,84.17380258,58.08896637,11.33811987
Lecythidaceae,Eschweilera,coriacea,T10411,T1,3.5,8,35,220,1.866666675,NA,0.020712741,23.26966185,1.904238992,-33.96369181,103.7254378,47.59989929,8.798502664
Lecythidaceae,Eschweilera,coriacea,T10414,T1,1.5,17.5,48,236.6666667,1.363333305,NA,0.018673147,26.54060454,1.125765505,-32.07446441,79.4079947,100.9740346,8.308340962
Lecythidaceae,Eschweilera,coriacea,T10415,T1,6,20,23.9,206.6666667,1.900000016,NA,0.022076048,22.69926234,2.49834746,-33.25390806,90.65179981,49.00643285,9.762237734
Lecythidaceae,Eschweilera,coriacea,T10416,T1,4,21,17.2,203.3333333,1.763333281,NA,NA,NA,NA,NA,107.8099088,49.7899011,10.93482481
Lecythidaceae,Eschweilera,coriacea,T10419,T1,2.5,31,36.9,236.6666667,1.793333332,NA,0.021513623,23.13237375,2.668441408,-32.81387658,114.1767926,28.95656586,9.271045568
Lecythidaceae,Eschweilera,coriacea,T10428,T1,6,48,13.4,213.3333333,1.869999965,NA,NA,NA,NA,NA,90.81703244,95.14110057,9.70497441
Lecythidaceae,Eschweilera,coriacea,T10443,T1,5,77,35.7,260,2.063333313,NA,NA,NA,NA,NA,113.8703092,111.5391006,10.08187109
Lecythidaceae,Eschweilera,coriacea,T10444,T1,27.5,1,23.6,200,1.486666679,NA,NA,NA,NA,NA,95.29340691,47.86533292,10.85381712
Lecythidaceae,Eschweilera,decolorans,A110014,A11,11,11,18.8,230.5666656,1.646666646,0.75,0.019646446,25.93309991,0.773198016,-31.67073468,70.99521359,64.66666667,8.199493033
Lecythidaceae,Eschweilera,decolorans,LV109070,LV1,112,32.7,11.78343949,NA,NA,0.6398,NA,NA,NA,NA,NA,55.13949966,9.200138947
Lecythidaceae,Eschweilera,decolorans,LV109445,LV1,179.4,38.2,14.01273885,346.3333333,2.703333298,0.69082,NA,NA,NA,NA,71.53813785,41.56936646,10.01671453
Lecythidaceae,Eschweilera,decolorans,LV109484,LV1,179,88.5,24.52229299,284,2.296666662,NA,NA,NA,NA,NA,80.07496078,41.12993304,7.523768305
Lecythidaceae,Eschweilera,decolorans,LV109523,LV1,190.2,66.8,22.92993631,210.3333333,2.419999997,NA,NA,NA,NA,NA,52.78187944,109.755366,14.33461487
Lecythidaceae,Eschweilera,decolorans,NL110403,NL11,168,90,46.5,265.8000081,2.070000052,0.6528,0.024537004,20.47965465,5.661120509,-31.83983448,74.09045042,48.13333333,8.626045426
Lecythidaceae,Eschweilera,decolorans,P00610154,P006,20,134,29.4,271.8000081,2.349999984,0.8146,0.025688445,19.58086502,0.424486919,-30.10078301,87.40149798,65.86666667,7.951710216
Lecythidaceae,Eschweilera,decolorans,P00610167,P006,26,126,13.7,344.9000041,3.073333343,0.7078,0.018468903,27.6147468,-0.9196192,-32.98155058,107.616582,156.3666667,6.065425233
Lecythidaceae,Eschweilera,decolorans,P00610168,P006,28,127,23.4,243.1333313,1.963333329,0.7714,0.023950822,20.51618967,1.377242742,-32.64338582,71.40211388,58.36666667,9.191601044
Lecythidaceae,Eschweilera,decolorans,P00610169,P006,23,129,29.3,279.8000081,2.25666666,NA,0.02362718,21.0770436,0.268490944,-31.95589908,70.85997103,62.13333333,7.109077259
Lecythidaceae,Eschweilera,decolorans,P00610296,P006,33,157,36,261.9000041,1.956666668,NA,0.026612824,18.65390099,0.446146772,-32.14432496,79.70387099,72.93333333,8.072311198
Lecythidaceae,Eschweilera,decolorans,P00610311,P006,40,135,41.1,260.0000051,2.293333371,NA,0.02483291,20.4860529,-0.149124681,-30.48065335,76.42580805,75.73333333,8.160919426
Lecythidaceae,Eschweilera,decolorans,P00610313,P006,32,125,32.3,217.4666646,2.803333362,NA,0.027770679,18.01190374,-0.05055196,-31.6193786,80.52212814,63.6,10.33586123
Lecythidaceae,Eschweilera,decolorans,P00610328,P006,49,139,16.4,265.4666748,2.189999978,NA,0.023173166,21.53094873,-0.626577004,-30.8885396,80.14934953,94.83333333,9.00601462
Lecythidaceae,Eschweilera,decolorans,P00610330,P006,45,142,23.7,266.4333293,2.460000038,NA,0.019540478,26.24771308,-1.467960444,-32.99085436,64.14848191,69.63333333,8.172926656
Lecythidaceae,Eschweilera,decolorans,P00610331,P006,45,144,16.2,254.4333344,3.163333337,NA,0.018728519,27.54109644,-0.733132635,-33.34368981,54.22934889,26.73333333,8.679653727
Lecythidaceae,Eschweilera,decolorans,P00610427,P006,57,198,31.2,223.4333344,1.973333319,NA,0.016594159,31.8998811,0.921629537,-31.55858076,43.64123977,64.06666667,9.5764826
Lecythidaceae,Eschweilera,decolorans,P00610430,P006,60,195,27.5,278.2333374,1.953333338,0.8096,0.02277928,22.93807135,0.433625171,-32.02115905,89.01384451,50.53333333,7.471660975
Lecythidaceae,Eschweilera,decolorans,P00610448,P006,55,166,21,224,2.349999984,NA,0.023633482,21.46746844,0.786687526,-31.05958115,75.85443879,43.06666667,9.656203507
Lecythidaceae,Eschweilera,decolorans,P00610487,P006,69,134,19.1,251,2.209999959,NA,0.022221726,23.06358268,-0.525669866,-31.65063323,79.48188106,41.3,8.343434431
Lecythidaceae,Eschweilera,decolorans,P00610519,P006,61,174,24.2,270.3333282,2.470000029,NA,0.020775435,24.72904572,0.555276947,-32.87688531,82.02744004,91.1,7.657607161
Lecythidaceae,Eschweilera,decolorans,P00610542,P006,63,205,17.2,242.7666626,2.630000035,NA,0.022753374,21.89424768,1.174463489,-31.79088977,77.36153668,41.63333333,8.310046622
Lecythidaceae,Eschweilera,decolorans,P00610603,P006,77,185,20.5,228,2.75333333,NA,0.022826726,21.72189126,0.284070277,-32.15888312,71.40211128,65.96666667,9.653658621
Lecythidaceae,Eschweilera,decolorans,P00610623,P006,70,159,38.7,293.0999959,2.953333378,NA,0.020141718,25.13198765,-0.183244973,-30.09750717,75.14495527,57.16666667,6.693989054
Lecythidaceae,Eschweilera,decolorans,P00610671,P006,80,167,24.5,218.6999969,2.313333352,NA,0.02147017,22.8739234,-0.0920843,-32.10637375,65.03244733,48,8.455666574
Lecythidaceae,Eschweilera,decolorans,P00610785,P006,97,156,32.9,204.2333323,2.839999994,NA,0.023852014,20.20981453,0.879826617,-32.23836375,65.60527761,62,11.08462453
Lecythidaceae,Eschweilera,decolorans,P00610791,P006,98,146,15.3,238.899999,2.306666692,NA,0.02171312,23.0482365,0.834661978,-33.2118671,81.80018141,36.46666667,9.177852336
Lecythidaceae,Eschweilera,decolorans,P00612813,P006,15,132,11.1,225.6666667,1.830000003,0.8301,0.025870512,19.2790128,1.071196456,-32.59667205,79.92635709,64.1,10.21242689
Lecythidaceae,Eschweilera,grandiflora,A110122,A11,36,97,12.6,245.6999969,2.930000067,0.67,NA,NA,NA,NA,64.21133907,115.2,2.965250973
Lecythidaceae,Eschweilera,grandiflora,A110151,A11,36,49,14.5,243.6666667,2.683333317,NA,NA,NA,NA,NA,100.6900564,113.7666667,7.933519429
Lecythidaceae,Eschweilera,grandiflora,A110209,A11,49,20,13.2,230.200002,2.456666708,NA,NA,NA,NA,NA,64.65255302,93.93333333,8.293113737
Lecythidaceae,Eschweilera,grandiflora,B422052,B4,21,10,14.8,271.8000081,2.776666641,NA,NA,NA,NA,NA,54.39795485,57.53333333,4.786466912
Lecythidaceae,Eschweilera,grandiflora,B428063,B4,29,58,15.1,256.1333364,2.900000016,NA,NA,NA,NA,NA,60.39497071,260.1666667,9.275104023
Lecythidaceae,Eschweilera,grandiflora,B429010,B4,43,44,23.9,219.7666677,2.343333324,0.7,NA,NA,NA,NA,81.0463917,128.1666667,8.243996614
Lecythidaceae,Eschweilera,grandiflora,B429024,B4,28,32,17.8,256.7666677,3.080000003,0.67,NA,NA,NA,NA,72.97832061,231.4666667,6.754206856
Lecythidaceae,Eschweilera,grandiflora,B436061,B4,75,51,12.2,248.7666626,2.99333334,NA,NA,NA,NA,NA,69.85182274,212.8,8.164726941
Lecythidaceae,Eschweilera,grandiflora,B443021,B4,93,80,33.1,268,2.666666667,NA,NA,NA,NA,NA,51.35865519,252.9666667,8.106173904
Lecythidaceae,Eschweilera,grandiflora,B444062,B4,90,56,10.7,283.8000081,3.393333276,NA,NA,NA,NA,NA,78.45252579,122.6,6.92916349
Lecythidaceae,Eschweilera,grandiflora,B444069,B4,96,66,14.3,338.5333252,4.040000041,0.68,NA,NA,NA,NA,83.63289101,191.1666667,5.935624131
Lecythidaceae,Eschweilera,grandiflora,LV109109,LV1,127.5,13.9,14.01273885,262.3333333,2.326666673,NA,NA,NA,NA,NA,63.27305369,99.57143402,8.665921233
Lecythidaceae,Eschweilera,grandiflora,LV109513,LV1,199,81.2,11.46496815,236.3333333,2.726666689,NA,NA,NA,NA,NA,81.6489674,187.8106613,9.888241286
Lecythidaceae,Eschweilera,grandiflora,LV109525,LV1,191.4,63.9,22.99363057,242,2.660000006,NA,NA,NA,NA,NA,92.652043,163.2998301,8.090825356
Lecythidaceae,Eschweilera,grandiflora,LV109538,LV1,197.5,46,16.87898089,302,2.790000041,NA,NA,NA,NA,NA,89.17647212,218.0946655,8.042827257
Lecythidaceae,Eschweilera,grandiflora,M17116486,M1711,40,39,12.6,236,2.803333282,0.7251,NA,NA,NA,NA,68.1297373,235.9666667,8.892099021
Lecythidaceae,Eschweilera,grandiflora,M17116826,M1711,84,97,22.9,260.2333323,3.093333403,0.67,NA,NA,NA,NA,66.31030998,283.9,6.702077586
Lecythidaceae,Eschweilera,grandiflora,NL110344,NL11,159,83,14.5,189.799998,2.283333381,NA,0.023356932,20.0999398,5.437318754,-33.42271743,43.34524962,206.2,13.04237816
Lecythidaceae,Eschweilera,grandiflora,NL110480,NL11,186,50,11.9,198.4333344,2.326666633,NA,0.02176748,23.00265855,4.7346065,-33.86314168,85.02973337,247.5,10.67884356
Lecythidaceae,Eschweilera,grandiflora,NL110556,NL11,192,96,12.7,250.0999959,2.319999933,NA,0.024240774,19.33210305,2.745781693,-32.43170121,80.59685468,340.2666667,6.809419013
Lecythidaceae,Eschweilera,grandiflora,T10039,T1,95,4.5,80,303.3333333,2.040000002,0.65174,0.02623451,19.60061705,2.98529281,-31.75544686,117.4973328,29.10579999,8.323870154
Lecythidaceae,Eschweilera,grandiflora,T10053,T1,98.5,28,52,253.3333333,1.543333371,NA,0.020571539,24.27401139,1.151107782,-28.19093934,52.01255584,29.83326721,9.760065338
Lecythidaceae,Eschweilera,grandiflora,T10065,T1,93.5,52,55,320,2.200000048,NA,0.022911027,21.97061267,2.846195651,-27.58882685,113.0569534,35.88356717,5.642070245
Lecythidaceae,Eschweilera,grandiflora,T10117,T1,89,38,116,256.6666667,1.276666681,0.68421,0.022013598,22.71783395,0.637722644,-30.34563352,71.26628589,NA,NA
Lecythidaceae,Eschweilera,grandiflora,T10125,T1,83,61,85,233.3333333,1.913333376,0.71992,0.022335306,22.37350905,1.572430332,-31.61201006,72.35841606,45.15736643,9.983205818
Lecythidaceae,Eschweilera,grandiflora,T10145,T1,70.5,14,63,220,1.51000003,NA,0.023850372,21.11126233,3.147784966,-32.00159998,62.59112776,27.36240005,10.94496002
Lecythidaceae,Eschweilera,grandiflora,T10198,T1,61,50,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lecythidaceae,Eschweilera,grandiflora,T10224,T1,53.5,15,43.8,260,2.2566667,NA,0.021455573,23.00191736,1.346206573,-28.96932354,53.55823295,35.92536672,10.10085286
Lecythidaceae,Eschweilera,grandiflora,T10226,T1,50.5,20.5,17.7,216.6666667,2.063333313,NA,NA,NA,NA,NA,66.63258724,31.430233,12.24554539
Lecythidaceae,Eschweilera,grandiflora,T10236,T1,51,42.5,12.1,213.3333333,1.680000027,0.66912,0.023656705,21.45040216,2.448151688,-31.96115236,79.92635992,38.58469963,10.60990833
Lecythidaceae,Eschweilera,grandiflora,T10297,T1,37,15.5,30.2,263.3333333,2.74333334,NA,0.024332915,21.07712327,3.47393523,-31.52790979,107.9066933,97.93610128,7.310482814
Lecythidaceae,Eschweilera,grandiflora,T10316,T1,39.5,51.5,33.6,176.6666667,1.033333341,NA,0.026872886,18.49738592,1.447765906,-31.49754987,59.0790989,NA,NA
Lecythidaceae,Eschweilera,grandiflora,T10354,T1,23.5,41,45,233.3333333,1.486666679,NA,0.020363868,23.47047275,2.444143362,-31.08992861,49.9590761,52.65096664,11.10779871
Lecythidaceae,Eschweilera,grandiflora,T10361,T1,29,48,13.5,200,1.669999997,NA,NA,NA,NA,NA,69.9856182,39.66419983,11.35425559
Lecythidaceae,Eschweilera,grandiflora,T10381,T1,18,16,26.6,196.6666667,1.459999998,NA,0.020150813,24.53848686,1.922629739,-32.84170768,47.02217571,48.74739965,11.9870655
Lecythidaceae,Eschweilera,grandiflora,T10393,T1,16.5,42,37.9,223.3333333,1.853333314,NA,NA,NA,NA,NA,101.6925362,72.29106903,9.31986294
Lecythidaceae,Eschweilera,grandiflora,T10420,T1,5,33.5,34.7,210,1.270000021,NA,0.026261959,19.0967734,2.093248934,-32.50358497,84.63977257,53.19193395,11.17477602
Lecythidaceae,Eschweilera,grandiflora,T10429,T1,8.5,50,55,250,1.609999975,NA,0.023998317,20.88330132,2.138076335,-30.42919696,74.2303825,44.35996628,9.431601728
Lecythidaceae,Eschweilera,micrantha,A110433,A11,99,91,11.3,210.3333333,2.129999995,0.73,NA,NA,NA,NA,74.6514075,55.1,8.764581228
Lecythidaceae,Eschweilera,micrantha,B419034,B4,8,83,10.8,179.2333323,1.543333332,NA,NA,NA,NA,NA,53.94907716,52.03333333,11.76337584
Lecythidaceae,Eschweilera,micrantha,B421050,B4,21,39,14.5,216.799998,1.776666681,0.75,0.022573039,23.03984231,2.500185439,-31.93796727,60.03415034,75.8,9.114228439
Lecythidaceae,Eschweilera,micrantha,B428001,B4,27,53,23.2,182.899999,1.463333368,0.74,NA,NA,NA,NA,65.47767062,75.63333333,15.93398832
Lecythidaceae,Eschweilera,micrantha,B429048,B4,41,44,15,157,1.366666635,NA,NA,NA,NA,NA,65.54145061,47.23333333,12.39720028
Lecythidaceae,Eschweilera,micrantha,B430049,B4,26,4,17.3,179.8666687,1.373333335,NA,NA,NA,NA,NA,61.85306463,48.26666667,11.99668598
Lecythidaceae,Eschweilera,micrantha,B435061,B4,63,93,10.2,180.4333344,1.873333335,NA,0.021280828,24.16922001,3.44777536,-31.33646351,61.54732121,57.73333333,9.971214804
Lecythidaceae,Eschweilera,micrantha,B445056,B4,83,45,13.2,195.899999,2.066666603,0.73,0.018434627,27.25122065,3.752302022,-31.72073897,49.58622935,74.93333333,9.425576322
Lecythidaceae,Eschweilera,micrantha,NH200364,NH20,77,312,33,270,3.01000007,0.7449,NA,NA,NA,NA,81.42257404,85.76666667,6.920387204
Lecythidaceae,Eschweilera,parviflora,A110090,A11,10,83,13.9,196.3333333,1.423333327,0.66,NA,NA,NA,NA,67.54099943,58.5,11.7943548
Lecythidaceae,Eschweilera,parviflora,B420006,B4,11,56,22.3,196,1.699999968,NA,0.021402646,24.59696007,3.473465137,-33.91907337,64.33717945,49.8,14.50485477
Lecythidaceae,Eschweilera,parviflora,B421015,B4,17,44,19.7,256.0999959,2.613333305,NA,0.020887237,24.87962103,2.344593401,-32.2968193,58.6644954,73.76666667,7.858664815
Lecythidaceae,Eschweilera,parviflora,B421031,B4,22,40,14.5,240.6666667,2.423333406,0.7,0.02145473,24.59318556,2.373626796,-32.18513757,62.65290707,66.5,8.446232048
Lecythidaceae,Eschweilera,parviflora,B422018,B4,1,15,23.2,229.3333333,2.356666644,NA,NA,NA,NA,NA,65.41393271,70.96666667,9.200518541
Lecythidaceae,Eschweilera,parviflora,B422056,B4,23,15,16.2,226.6999969,2.223333279,0.48,NA,NA,NA,NA,51.52165696,45.66666667,8.140225795
Lecythidaceae,Eschweilera,parviflora,B427035,B4,36,79,12.1,219.799998,1.980000019,NA,NA,NA,NA,NA,54.45422808,56.83333333,9.970760185
Lecythidaceae,Eschweilera,parviflora,B427043,B4,37,89,15,160,1.370000005,NA,NA,NA,NA,NA,59.91420259,43.16666667,12.24007529
Lecythidaceae,Eschweilera,parviflora,B428052,B4,40,54,14,202.200002,1.606666644,NA,NA,NA,NA,NA,55.93045638,55.2,10.21591634
Lecythidaceae,Eschweilera,parviflora,B429039,B4,32,32,11.1,193.3333333,2.00666666,NA,NA,NA,NA,NA,69.38504285,64.93333333,11.32558121
Lecythidaceae,Eschweilera,parviflora,B435064,B4,70,99,15.1,172.3333333,1.590000033,0.74,NA,NA,NA,NA,41.83317124,62.9,10.55369135
Lecythidaceae,Eschweilera,parviflora,B436018,B4,56,59,29,205.9666697,2.00999999,NA,NA,NA,NA,NA,38.15170574,87.3,11.57313295
Lecythidaceae,Eschweilera,parviflora,B436051,B4,58,62,9.9,145.4333344,0.946666658,0.74,NA,NA,NA,NA,59.91420259,67.66666667,13.96148588
Lecythidaceae,Eschweilera,parviflora,B436052,B4,52,60,11.9,181,1.483333349,NA,NA,NA,NA,NA,54.51054254,47.73333333,12.36614845
Lecythidaceae,Eschweilera,parviflora,B436064,B4,72,70,11.9,195.5666656,1.463333368,0.77,NA,NA,NA,NA,81.95162564,55.06666667,9.711934298
Lecythidaceae,Eschweilera,parviflora,B438028,B4,74,12,20,216.899999,1.643333316,0.76,NA,NA,NA,NA,65.54144818,52.33333333,10.29508193
Lecythidaceae,Eschweilera,parviflora,B438064,B4,66,10,14.5,217.5666656,1.910000006,0.61,NA,NA,NA,NA,59.85429074,38.6,9.032761273
Lecythidaceae,Eschweilera,parviflora,B444014,B4,85,71,24.3,233.4666646,2.093333324,NA,NA,NA,NA,NA,44.38601113,70.73333333,10.32101155
Lecythidaceae,Eschweilera,pedicellata,NH200002,NH20,7,304,12.3,191.6666667,1.466666619,0.7041,NA,NA,NA,NA,63.77225922,48.76666667,14.79272003
Lecythidaceae,Eschweilera,pedicellata,NL110155,NL11,127,61,20.3,201.4333344,1.580000043,0.6313,0.020048428,23.22781058,7.238830931,-30.66541214,47.43539779,41.86666667,13.12434668
Lecythidaceae,Eschweilera,pedicellata,NL110184,NL11,134,1,14.6,183.2333323,1.356666644,0.6438,0.020863574,22.65983388,6.26526983,-31.762732,49.26796935,88.43333333,13.65414295
Lecythidaceae,Eschweilera,pedicellata,NL110197,NL11,131,21,12.6,186.799998,1.663333337,NA,0.023034437,20.14120996,4.903157022,-32.68459066,67.67150731,58.2,13.6087293
Lecythidaceae,Eschweilera,pedicellata,NL110203,NL11,133,25,13.8,201.3333333,1.596666694,0.7096,0.02147164,21.43389266,4.653991541,-32.52430023,49.26796935,46.6,14.63874371
Lecythidaceae,Eschweilera,pedicellata,NL110208,NL11,140,33,14.5,182.899999,1.74666667,0.694,0.024169896,19.90235564,3.926814712,-33.66577765,35.88016534,48.06666667,15.16298649
Lecythidaceae,Eschweilera,pedicellata,NL110382,NL11,165,58,21.1,198.200002,1.536666671,NA,0.021079692,22.54934365,4.759003655,-31.5402282,62.71472887,50,10.90909091
Lecythidaceae,Eschweilera,praeclara,M17116455,M1711,48,65,39.6,185.5666656,1.673333327,0.6455,0.022557594,21.09201496,3.150142832,-31.77095221,73.67188199,17.2,11.0256408
Lecythidaceae,Eschweilera,praeclara,NL110501,NL11,181,91,25.4,210.6666667,1.303333322,0.6437,0.024308878,19.89743977,5.952837334,-30.42449388,63.7097084,34.83333333,8.946917711
Lecythidaceae,Eschweilera,praeclara,NL110524,NL11,195,23,18.7,166.4333344,1.033333361,0.5872,0.022296043,21.12935093,6.140617568,-31.40255967,57.4323018,46.63333333,13.62220045
Lecythidaceae,Eschweilera,praeclara,T10225,T1,53,16,23.7,146.6666667,0.876666645,0.52677,0.026247515,18.3825457,3.084794273,-32.66362114,69.38504285,27.87439982,16.59190414
Lecythidaceae,Eschweilera,sagotiana,B419001,B4,2,98,24.3,238.3333333,1.833333333,NA,0.023169,22.11421317,2.55418348,-33.89169684,69.05305577,36.36666667,9.277211127
Lecythidaceae,Eschweilera,sagotiana,B430015,B4,44,4,40.7,260.3666789,2.386666656,0.65,0.018423461,27.8632466,2.693920732,-31.94980599,79.55582299,79.83333333,6.64723833
Lecythidaceae,Eschweilera,sagotiana,LV109037,LV1,103,46.6,14.01273885,310.3333333,3.143333276,0.63976,NA,NA,NA,NA,50.76367283,96.93330129,7.397606316
Lecythidaceae,Eschweilera,sagotiana,LV109041,LV1,110,38.6,46.49681529,409,3.406666676,0.66631,0.016327752,32.01358981,1.645460436,-31.6371712,77.28923224,55.09693273,4.963687569
Lecythidaceae,Eschweilera,sagotiana,LV109072,LV1,115.2,24.5,30.25477707,344.6666667,3.223333359,NA,0.017678966,28.55725669,1.420090874,-32.96750961,83.78713655,59.31186676,7.542840112
Lecythidaceae,Eschweilera,sagotiana,LV109095,LV1,100,8,50,334,2.380000035,NA,0.019649705,26.42357862,2.02826268,-32.54210136,101.8758019,70.06079865,6.086950449
Lecythidaceae,Eschweilera,sagotiana,LV109161,LV1,132.3,65.3,12.42038217,235.3333333,1.556666692,0.55451,NA,NA,NA,NA,48.6350786,NA,NA
Lecythidaceae,Eschweilera,sagotiana,LV109227,LV1,134.7,58.8,10.82802548,311.3333333,2.526666641,0.62379,NA,NA,NA,NA,42.95228905,73.97023265,9.320062865
Lecythidaceae,Eschweilera,sagotiana,LV109343,LV1,165.3,85.7,46.81528662,397.6666667,4.783333302,NA,0.018302794,28.77323899,2.247495778,-32.0398061,87.08205346,76.84589895,5.512618235
Lecythidaceae,Eschweilera,sagotiana,LV109464,LV1,176.4,58.5,46.01910828,360.6666667,4.179999828,NA,NA,NA,NA,NA,67.15058433,56.86320241,6.573780553
Lecythidaceae,Eschweilera,sagotiana,LV109554,LV1,197,28.5,40.12738854,423,3.973333359,NA,0.018116259,28.36436678,2.351973263,-30.02538808,67.02080839,49.89693324,5.845013815
Lecythidaceae,Eschweilera,sagotiana,P00610022,P006,4,153,41.1,385.2333374,3.586666663,0.7862,0.015899006,31.72330931,1.135190556,-32.62365357,75.49904243,59.16666667,5.601136163
Lecythidaceae,Eschweilera,sagotiana,P00610025,P006,4,157,37.4,342.0999959,2.946666638,0.7599,0.016342181,31.3379421,1.843983302,-32.24028289,73.18586036,63.46666667,5.946283643
Lecythidaceae,Eschweilera,sagotiana,P00610106,P006,14,201,16.9,229.899999,3.00666666,0.7803,0.019706789,25.99834057,2.148258727,-31.38910159,71.33417152,43.8,7.590987972
Lecythidaceae,Eschweilera,sagotiana,P00610162,P006,22,173,20.7,313.3333333,3.403333346,NA,0.016745006,30.0553878,2.089739837,-33.93281349,84.56195968,96.03333333,6.950542855
Lecythidaceae,Eschweilera,sagotiana,P00610273,P006,30,191,37.6,360.0999959,4.199999968,NA,0.016046327,30.88826564,1.906175434,-33.5982887,76.78463811,111.3,6.878862833
Lecythidaceae,Eschweilera,sagotiana,P00610280,P006,41,179,27.1,285.3333333,2.839999994,NA,0.024578098,21.04836684,0.889223593,-32.14247165,96.94543623,51.96666667,7.556955804
Lecythidaceae,Eschweilera,sagotiana,P00610307,P006,34,140,25.8,301.3333333,2.860000054,NA,0.018784715,26.09433606,0.525625712,-32.24920278,77.21698981,110.5333333,7.607249478
Lecythidaceae,Eschweilera,sagotiana,P00610312,P006,39,129,28.2,335.5333252,3.073333343,NA,0.015190279,33.3432305,-0.49259649,-31.96448013,64.0856707,94.73333333,5.416428457
Lecythidaceae,Eschweilera,sagotiana,P00610332,P006,42,145,37.9,258.7666626,2.619999965,0.7813,0.022275181,23.11865511,-0.77679904,-30.78027394,79.48188106,73,7.546519616
Lecythidaceae,Eschweilera,sagotiana,P00610334,P006,49,145,22.8,267.0999959,2.286666711,NA,0.023873043,21.52299365,-0.025396424,-31.83179214,81.8001843,31.1,8.256637203
Lecythidaceae,Eschweilera,sagotiana,P00610434,P006,61,186,32.6,235.6666667,1.979999979,NA,0.023895332,20.74030204,0.495361712,-32.26279175,80.4474609,75.36666667,10.10277017
