Family,Genus,species,bar_code,plot_code,X,Y,DBH,leaf_thickness,leaf_toughness,sapwood_density,N,C_N,N15,C13,chlorophyll_concentration,surface_area,SLA
Arecaceae,Astrocaryum,sciophilum,M17118943,M1711,31,93,12.7,797,10.98999977,NA,NA,NA,NA,NA,102.3353013,788.8,2.217723747
Arecaceae,Astrocaryum,sciophilum,M17118944,M1711,30,84,13.1,806,12.07999992,NA,NA,NA,NA,NA,128.2867786,865.2,2.129985285
Arecaceae,Astrocaryum,sciophilum,M17118946,M1711,27,66,11.9,844.7000122,11.10000038,NA,NA,NA,NA,NA,160.3125398,210.8,1.665086908
Arecaceae,Astrocaryum,sciophilum,M17118947,M1711,39,26,13.7,693.7000122,12.71000004,NA,NA,NA,NA,NA,111.2477076,128.4,2.3010753
Arecaceae,Astrocaryum,sciophilum,M17118950,M1711,57,82,10.3,794,12.72999954,NA,NA,NA,NA,NA,90.32213985,125.6,2.149212918
Arecaceae,Astrocaryum,sciophilum,M17118952,M1711,61,87,12.6,315.7000122,11.86999989,NA,NA,NA,NA,NA,102.6119234,176,2.02298855
Arecaceae,Astrocaryum,sciophilum,M17118962,M1711,95,68,11.5,430,12.78999996,NA,NA,NA,NA,NA,119.9434692,165.2,1.806649158
Arecaceae,Astrocaryum,sciophilum,M17119846,M1711,64,101,11.3,868,12.32999992,NA,NA,NA,NA,NA,NA,206.4,1.40065146
Arecaceae,Astrocaryum,sciophilum,M17119847,M1711,58,75,12,750.5,12.73999977,NA,NA,NA,NA,NA,111.5472672,163.2,1.583236381
Arecaceae,Astrocaryum,sciophilum,NH200047,NH20,1,392,12,359.2999878,11.52999973,NA,NA,NA,NA,NA,151.7544725,252.8,1.701669365
Arecaceae,Astrocaryum,sciophilum,NH200221,NH20,46,356,13,334,13,NA,NA,NA,NA,NA,182.7416079,199.6,1.934108584
Arecaceae,Astrocaryum,sciophilum,NH200271,NH20,55,351,14,549.7000122,12.81999969,NA,NA,NA,NA,NA,111.2477076,112,1.56862748
Arecaceae,Astrocaryum,sciophilum,NH200323,NH20,65,350,12,303.7000122,11.89999962,NA,NA,NA,NA,NA,156.3949417,148,1.927083376
Arecaceae,Astrocaryum,sciophilum,NH200328,NH20,65,361,12,247.3000031,13,NA,NA,NA,NA,NA,110.0572538,176,2.331743552
Arecaceae,Astrocaryum,sciophilum,NH200397,NH20,73,367,12,564.7000122,13,NA,NA,NA,NA,NA,141.7717553,104.4,2.121951187
Arecaceae,Astrocaryum,sciophilum,NH200410,NH20,78,383,13,517.2999878,13,NA,NA,NA,NA,NA,255.087105,278.8,1.387893315
Arecaceae,Astrocaryum,sciophilum,NH200449,NH20,90,337,12,576,13.02999973,NA,NA,NA,NA,NA,NA,114.8,1.445115853
Arecaceae,Astrocaryum,sciophilum,NH200460,NH20,89,358,12,330,13,NA,NA,NA,NA,NA,136.8681122,168,1.846965757
Arecaceae,Astrocaryum,sciophilum,NH200523,NH20,92,358,13,371.7000122,8.039999962,NA,NA,NA,NA,NA,83.63288807,136,2.322404393
Arecaceae,Astrocaryum,sciophilum,NH200543,NH20,92,389,12,416.7000122,13,NA,NA,NA,NA,NA,95.63908134,200.8,1.905846576
Arecaceae,Astrocaryum,sciophilum,NH200613,NH20,85,349,12,653.2999878,13,NA,NA,NA,NA,NA,146.8684556,698.4,6.094240817
Arecaceae,Astrocaryum,sciophilum,NH200616,NH20,88,389,12,342.2999878,13,NA,NA,NA,NA,NA,171.8079218,172,2.178318161
Arecaceae,Astrocaryum,sciophilum,NH200617,NH20,83,388,12,541,12.89999962,NA,NA,NA,NA,NA,91.06536521,174,1.664753211
Arecaceae,Astrocaryum,sciophilum,NH200618,NH20,56,386,12,502,12.59000015,NA,NA,NA,NA,NA,199.6317763,223.6,1.777989792
Arecaceae,Astrocaryum,sciophilum,NH200625,NH20,63,335,12,387.2999878,11.82999992,NA,NA,NA,NA,NA,158.1223555,192.4,1.604938283
Arecaceae,Astrocaryum,sciophilum,NH200626,NH20,11,309,12,390.7000122,12.23999977,NA,NA,NA,NA,NA,99.87664924,176,1.61705258
Arecaceae,Astrocaryum,sciophilum,NH200640,NH20,29,326,13,353.2999878,12.77999973,NA,NA,NA,NA,NA,141.3878469,266.8,2.68518522
Arecaceae,Astrocaryum,sciophilum,NH200684,NH20,62,341,13,402,10.56000042,NA,NA,NA,NA,NA,104.2864321,200,1.640419895
Arecaceae,Astrocaryum,sciophilum,NH200685,NH20,3,344,12,559.7000122,13,NA,NA,NA,NA,NA,88.8514576,187.2,1.959798986
Arecaceae,Astrocaryum,sciophilum,NH200687,NH20,6,374,12,376.2999878,12.14999962,NA,NA,NA,NA,NA,142.1568055,186,1.528599578
Arecaceae,Astrocaryum,sciophilum,NH200688,NH20,4,379,12,309,12.68000031,NA,NA,NA,NA,NA,88.36586516,188.4,2.634228206
Arecaceae,Astrocaryum,sciophilum,NH200694,NH20,23,319,NA,316.2999878,5.760000229,NA,NA,NA,NA,NA,124.5444589,333.6,1.883468846
Arecaceae,Astrocaryum,sciophilum,NH200700,NH20,7,364,10,320,13,NA,NA,NA,NA,NA,60.33472851,155.2,1.819034312
Arecaceae,Astrocaryum,sciophilum,NH200702,NH20,10,380,10,427.2999878,12.48999977,NA,NA,NA,NA,NA,171.8079218,302,1.620519453
Arecaceae,Astrocaryum,sciophilum,NH200703,NH20,15,389,10,528.2999878,12.32999992,NA,NA,NA,NA,NA,141.3878469,174,1.686046561
Arecaceae,Astrocaryum,sciophilum,NH200704,NH20,27,382,10,311.2999878,12.56999969,NA,NA,NA,NA,NA,105.1333037,210.4,1.855379164
Arecaceae,Astrocaryum,sciophilum,NH200705,NH20,23,365,10,381.2999878,13,NA,NA,NA,NA,NA,90.81703244,222,2.048726384
Arecaceae,Astrocaryum,sciophilum,NH200706,NH20,19,343,10,392.7000122,11.34000015,NA,NA,NA,NA,NA,122.2218561,169.2,1.847968517
Arecaceae,Astrocaryum,sciophilum,NH200708,NH20,20,310,10,423,13,NA,NA,NA,NA,NA,197.3462569,279.2,1.714566404
Arecaceae,Astrocaryum,sciophilum,NH200709,NH20,37,307,10,391.7000122,11.48999977,NA,NA,NA,NA,NA,98.80150694,145.6,1.75337189
Arecaceae,Astrocaryum,sciophilum,NH200711,NH20,65,322,10,437,11.60999966,NA,NA,NA,NA,NA,74.37051685,186.4,2.122039977
Arecaceae,Astrocaryum,sciophilum,NH200713,NH20,68,388,10,325.2999878,12.14000034,NA,NA,NA,NA,NA,114.2791346,216.8,1.832319169
Arecaceae,Astrocaryum,sciophilum,NH200714,NH20,55,383,10,295.2999878,13,NA,NA,NA,NA,NA,148.0732217,133.2,2.147001936
Arecaceae,Astrocaryum,sciophilum,NH200715,NH20,56,394,10,352.2999878,13,NA,NA,NA,NA,NA,85.49967277,168.8,2.144308884
Arecaceae,Astrocaryum,sciophilum,NH200716,NH20,80,397,10,373.7000122,12.67000008,NA,NA,NA,NA,NA,118.3424192,155.6,2.115280059
Arecaceae,Astrocaryum,sciophilum,NH200717,NH20,92,374,10,351.2999878,12.23999977,NA,NA,NA,NA,NA,136.8681122,181.6,1.795175928
Arecaceae,Astrocaryum,sciophilum,NL110165,NL11,129,73,14.9,587.2999878,9.140000343,NA,0.015307742,28.3182553,5.308734352,-30.06757778,133.2206668,519.2,1.33704159
Arecaceae,Astrocaryum,sciophilum,NL110356,NL11,163,16,11.2,321,12.77999973,NA,0.016968389,26.54568215,7.54777936,-33.04640799,73.95072017,136.8,2.384937213
Arecaceae,Astrocaryum,sciophilum,NL110489,NL11,186,62,12.5,614.7000122,12.19999981,NA,0.01433983,31.19720373,4.501210334,-31.79002138,132.8616808,331.6,1.918981405
Arecaceae,Astrocaryum,sciophilum,P01860190,P018,68,67,19.1,356.7000122,11.19999981,NA,NA,NA,NA,NA,136.8681122,125.6,1.768017995
Arecaceae,Astrocaryum,sciophilum,P01860358,P018,5,4,30,441,13.06000042,NA,NA,NA,NA,NA,133.5807128,281.6,2.1728395
Arecaceae,Astrocaryum,sciophilum,P01860521,P018,10,60,25,683.7000122,1.389999986,NA,NA,NA,NA,NA,169.4332676,238.8,1.546231522
Arecaceae,Astrocaryum,sciophilum,P01860522,P018,13,58,25,564.7000122,1.149999976,NA,NA,NA,NA,NA,102.0593748,200.8,2.05316979
Arecaceae,Astrocaryum,sciophilum,T10182,T1,63,7,13.5,890,NA,NA,NA,NA,NA,NA,96.81407134,687.2210083,4.695415472
Arecaceae,Euterpe,oleracea,P01860037,P018,40,5,11,224.3000031,3.319999933,NA,NA,NA,NA,NA,70.65747523,118.4,2.771535687
Arecaceae,Jessenia,bataua,LV109172,LV1,125.5,70.5,18.63057325,281,5.739999771,NA,NA,NA,NA,NA,98.53438892,1141.199951,8.170102502
Arecaceae,Jessenia,bataua,LV109254,LV1,149.3,1,19.42675159,761,10.85000038,NA,0.018545564,26.22823258,0.261907976,-28.77835318,164.343985,1254.130005,3.616291793
Arecaceae,Jessenia,bataua,LV109323,LV1,156.8,82.6,17.19745223,375,7.03000021,NA,0.017602289,27.76827321,0.153253546,-32.90435365,144.8846228,1328.060059,5.843277108
Arecaceae,Jessenia,bataua,LV109325,LV1,159,93,21.01910828,492,5.610000134,NA,0.017693084,27.98959441,-0.377906965,-31.82609846,121.2400502,856.1240234,4.487023202
Arecaceae,Jessenia,bataua,LV109330,LV1,171.6,99.9,18.78980892,345,4.570000172,NA,0.015753815,31.25906157,-0.370243144,-33.74772815,105.4170283,413.394989,8.1249018
Arecaceae,Jessenia,bataua,LV109338,LV1,170.2,90.3,17.00636943,538,10.06000042,NA,0.01987392,24.40348638,0.169930322,-31.76536597,144.0993947,1116.780029,4.47212888
Arecaceae,Jessenia,bataua,LV109348,LV1,164.5,77.9,16.71974522,429,7.039999962,NA,NA,NA,NA,NA,114.5867045,1072.27002,5.529445176
Arecaceae,Jessenia,bataua,LV109363,LV1,166,63.8,18.78980892,301,6.03000021,NA,NA,NA,NA,NA,164.343985,830.9979858,4.410817299
Arecaceae,Jessenia,bataua,LV109383,LV1,160.6,35.7,18.78980892,486,5.789999962,NA,0.016759993,29.66210004,-2.116967031,-29.9949589,135.7627848,1712.300049,4.734295741
Arecaceae,Jessenia,bataua,LV109422,LV1,181.8,16,20.70063694,479,7.5,NA,NA,NA,NA,NA,135.396477,856.5759888,3.596036943
Arecaceae,Jessenia,bataua,LV109469,LV1,175.6,69.9,15.63694268,217,3.089999914,NA,NA,NA,NA,NA,110.9489318,1099.699951,9.389514696
Arecaceae,Jessenia,bataua,LV109547,LV1,186.6,33,18.78980892,362,7.659999847,NA,0.015643241,31.57118106,-0.364057671,-32.66252425,140.6234065,828.9920044,4.527042333
Arecaceae,Jessenia,bataua,LV112757,LV1,125,59,20.06369427,368,6.389999866,NA,NA,NA,NA,NA,98.00213051,776.1879883,7.053689647
Arecaceae,Jessenia,bataua,M17118831,M1711,26,90,12.8,299.2999878,5.849999905,NA,NA,NA,NA,NA,123.5435722,NA,NA
Arecaceae,Jessenia,bataua,M17118832,M1711,50,5,17.7,490,7.989999771,NA,0.018808635,26.63492954,-0.770786049,-31.27318557,163.4379972,348.4,1.67919806
Arecaceae,Jessenia,bataua,M17118852,M1711,95,10,22.3,871.7000122,6.949999809,NA,NA,NA,NA,NA,173.2517136,270,1.850328946
Arecaceae,Jessenia,bataua,M17119849,M1711,65,41,13.1,207,3.160000086,NA,NA,NA,NA,NA,84.56196562,261.6,4.342629361
Arecaceae,Jessenia,bataua,NH200035,NH20,3,362,21.9,444,6.929999828,NA,0.014991117,31.62587551,0.095619282,-32.49829196,73.32446859,382.8,1.607052917
Arecaceae,Jessenia,bataua,NH200059,NH20,17,316,17.6,327.7000122,5.840000153,NA,NA,NA,NA,NA,142.9303818,147.6,4.256055443
Arecaceae,Jessenia,bataua,NH200077,NH20,16,350,21,385.7000122,4.059999943,NA,NA,NA,NA,NA,82.48351271,448.4,2.013290288
Arecaceae,Jessenia,bataua,NH200079,NH20,15,357,21.2,308,2.25,NA,NA,NA,NA,NA,143.7085577,351.6,2.151248183
Arecaceae,Jessenia,bataua,NH200081,NH20,11,365,20.8,283.2999878,5.869999886,NA,NA,NA,NA,NA,106.2725869,196,2.840579671
Arecaceae,Jessenia,bataua,NH200088,NH20,18,383,18.8,360.7000122,6.730000019,NA,NA,NA,NA,NA,80.22379443,134,2.923211099
Arecaceae,Jessenia,bataua,NH200097,NH20,13,399,17.3,298,5.75,NA,0.013282379,36.51553897,0.125146131,-32.28546587,113.361281,154,2.160493893
Arecaceae,Jessenia,bataua,NH200118,NH20,29,352,20.2,370,4.610000134,NA,NA,NA,NA,NA,155.5393559,218.8,2.427873923
Arecaceae,Jessenia,bataua,NH200124,NH20,20,361,20.4,425,5.789999962,NA,NA,NA,NA,NA,140.6234065,480.8,NA
Arecaceae,Jessenia,bataua,NH200167,NH20,36,356,19.7,309.2999878,5.789999962,NA,NA,NA,NA,NA,130.0264071,188.8,1.633783351
Arecaceae,Jessenia,bataua,NH200168,NH20,32,358,20,392.2999878,6.260000229,NA,NA,NA,NA,NA,148.4772576,244.8,NA
Arecaceae,Jessenia,bataua,NH200190,NH20,46,300,20.2,292.7000122,5.650000095,NA,0.021853532,22.58179492,1.210301505,-31.49276076,172.7688247,92,2.366255137
Arecaceae,Jessenia,bataua,NH200229,NH20,44,371,19.1,336.2999878,8.119999886,NA,NA,NA,NA,NA,147.6704131,402.4,1.848585109
Arecaceae,Jessenia,bataua,NH200369,NH20,71,318,13.3,333.7000122,7.400000095,NA,NA,NA,NA,NA,125.2163799,472,NA
Arecaceae,Jessenia,bataua,NH200448,NH20,82,337,21.5,469,7.559999943,NA,0.015666677,30.55136274,-0.213300978,-29.07267014,190.14088,228.8,3.026455049
Arecaceae,Jessenia,bataua,NH200450,NH20,86,343,20.2,499.7000122,7.46999979,NA,NA,NA,NA,NA,128.6327372,356,3.329592097
Arecaceae,Jessenia,bataua,NH200520,NH20,98,351,18.5,293.2999878,4.639999866,NA,0.022222535,22.10866015,1.956506573,-30.17777237,150.1058184,266,NA
Arecaceae,Jessenia,bataua,NH200631,NH20,18,376,17.2,257,4.199999809,NA,NA,NA,NA,NA,141.7717553,219.6,6.224489591
Arecaceae,Jessenia,bataua,NH200635,NH20,31,376,15.4,258.2999878,8.029999733,NA,NA,NA,NA,NA,146.0713104,217.2,2.251243836
Arecaceae,Jessenia,bataua,NH200641,NH20,25,343,15,335.7000122,9.350000381,NA,NA,NA,NA,NA,152.1698114,343.6,1.582826594
Arecaceae,Jessenia,bataua,NH200645,NH20,27,347,NA,291.7000122,4.210000038,NA,NA,NA,NA,NA,144.8846228,607.2,7.63197601
Arecaceae,Jessenia,bataua,NH200652,NH20,35,390,NA,273.2999878,5.429999828,NA,0.018703924,26.11634184,0.108210224,-31.72806883,156.8247512,330,2.606635103
Arecaceae,Jessenia,bataua,NH200682,NH20,82,333,14.6,228,6.420000076,NA,NA,NA,NA,NA,74.37051685,246,2.591656234
Arecaceae,Jessenia,bataua,NH200695,NH20,43,309,NA,303.7000122,3.420000076,NA,NA,NA,NA,NA,137.610409,263.6,2.473723692
Arecaceae,Jessenia,bataua,NH200701,NH20,6,370,10,208,3.369999886,NA,NA,NA,NA,NA,130.0264071,232.4,3.088782494
Arecaceae,Jessenia,bataua,NH200707,NH20,16,348,10,216,3.910000086,NA,NA,NA,NA,NA,122.5509161,283.6,2.643549667
Arecaceae,Jessenia,bataua,NH200710,NH20,40,306,10,278.2999878,6.329999924,NA,NA,NA,NA,NA,130.7291726,195.2,2.537701537
Arecaceae,Jessenia,bataua,NH200712,NH20,63,346,10,271.7000122,4.230000019,NA,NA,NA,NA,NA,78.01466308,242.4,3.54385957
Arecaceae,Jessenia,bataua,NH200718,NH20,95,337,10,270,6.769999981,NA,NA,NA,NA,NA,115.2043271,366,2.10926703
Arecaceae,Jessenia,bataua,P00611005,P006,23,206,14.5,304,5.099999905,NA,0.015134852,30.90882666,-0.424153838,-32.58370969,108.2946729,242.8,2.461475995
Arecaceae,Jessenia,bataua,P00611006,P006,18,210,15.9,379.2999878,6.519999981,NA,0.018374524,26.66787983,-0.685665281,-30.30797069,165.713938,273.6,1.965517231
Arecaceae,Jessenia,bataua,P00612872,P006,15,159,18.1,508.9666545,9.636666616,NA,0.016441532,29.75501079,-1.384455838,-31.11964894,154.6890842,782,5.124508549
Arecaceae,Jessenia,bataua,P01860166,P018,69,34,22.3,257.2999878,5.5,NA,NA,NA,NA,NA,82.48351271,213.6,3.011844328
Arecaceae,Jessenia,bataua,P01860171,P018,67,42,21,404.2999878,4.179999828,NA,NA,NA,NA,NA,138.7319815,345.6,2.691588753
Arecaceae,Jessenia,bataua,P01860186,P018,64,59,20.5,320,1.200000048,NA,NA,NA,NA,NA,159.4323103,992,7.414050759
Arecaceae,Jessenia,bataua,P01860212,P018,75,44,19.4,484.7000122,8.18999958,NA,0.012546017,37.78374133,-0.538576907,-30.58483994,135.7627848,216,1.914893662
Arecaceae,Jessenia,bataua,P01860365,P018,9,32,18,374,5.889999866,NA,0.015000771,32.69363248,-1.044566376,-33.36668446,136.1301569,400.4,2.126620028
Arecaceae,Jessenia,bataua,P01860391,P018,80,76,17.2,325,4.610000134,NA,NA,NA,NA,NA,131.0820561,188.8,2.541733989
Arecaceae,Jessenia,bataua,P01860392,P018,81,77,17.3,341.7000122,3.430000067,NA,NA,NA,NA,NA,109.4666798,210.4,2.574645151
Arecaceae,Jessenia,bataua,P01860400,P018,65,73,15.6,221,3.630000114,NA,NA,NA,NA,NA,135.0312009,268.8,3.051771252
Arecaceae,Jessenia,bataua,P01860415,P018,42,74,19.7,456.7000122,7.21999979,NA,0.016032374,30.94752143,3.10631638,-32.16993128,140.2428935,222.8,1.860387468
Arecaceae,Oenocarpus,bacaba,A110053,A11,14,48,17.8,288.2999878,6.340000153,NA,NA,NA,NA,NA,133.5807128,139.6,2.281045794
Arecaceae,Oenocarpus,bacaba,B420024,B4,NA,NA,NA,396,7.619999886,NA,0.018723168,27.37783269,1.842557365,-31.85981081,59.61504597,216.8,2.095901033
Arecaceae,Oenocarpus,bacaba,B438030,B4,NA,NA,10,333.7000122,5.099999905,NA,0.023520893,21.44062392,1.71263283,-33.53665529,146.4692651,452.4,2.441709861
Arecaceae,Oenocarpus,bacaba,P00612354,P006,22,196,17.507,320.7000122,5.820000172,NA,0.015981804,31.47578083,-1.766713207,-33.71741646,112.4507025,164,1.447740104
Arecaceae,Oenocarpus,bacaba,P00612835,P006,28,134,17.3,186.6999969,2.390000105,NA,0.020252298,24.03868114,-1.760823982,-30.56756755,113.361281,174.4,2.604539985
Arecaceae,Oenocarpus,bacaba,P00612862,P006,23,149,20.7,462.2333374,7.039999962,NA,0.019422113,24.83646223,-2.175401648,-29.39317008,144.229944,661.2,5.070552162
Arecaceae,Oenocarpus,bacaba,P01860300,P018,91,41,22.6,325,5.070000172,NA,NA,NA,NA,NA,119.9434692,216.8,2.580952498
Bignoniaceae,Jacaranda,copaia,A110201,A11,56,4,32.8,329.4333293,1.403333346,0.43,0.026686295,19.26117548,1.736086489,-30.48306349,87.88255061,14.13333333,9.74712655
Bignoniaceae,Jacaranda,copaia,B427045,B4,44,91,12.2,265,0.909999986,NA,NA,NA,NA,NA,88.28515558,29.16666667,7.178014873
Bignoniaceae,Jacaranda,copaia,B429051,B4,46,46,11.3,165.5666656,0.523333321,0.28,NA,NA,NA,NA,96.07275793,18.5,16.18075826
Bignoniaceae,Jacaranda,copaia,B436059,B4,69,52,16.1,108,0.473333344,0.36,NA,NA,NA,NA,48.05914226,26.5,32.85124035
Bignoniaceae,Jacaranda,copaia,B437013,B4,64,47,26.7,262.3666738,1.346666694,NA,0.02273778,23.19321816,3.065812941,-33.05245737,45.69342468,11.23333333,9.628571388
Bignoniaceae,Jacaranda,copaia,B437046,B4,55,29,12.6,166.7666677,0.706666668,NA,NA,NA,NA,NA,52.23164992,21.1,18.95209587
Bignoniaceae,Jacaranda,copaia,B445008,B4,80,41,28.6,312.5666707,1.596666654,0.46,0.025623052,20.43796059,3.162628854,-31.08221735,107.2309457,20.8,8.375838705
Bignoniaceae,Jacaranda,copaia,LV109111,LV1,127.2,8.4,41.08280255,289.3333333,0.773333331,NA,0.024647622,20.42440873,1.149956406,-31.87323871,116.1369233,19.56896655,9.045747401
Bignoniaceae,Jacaranda,copaia,LV109259,LV1,150.5,19.2,12.10191083,228,0.686666667,0.30813,NA,NA,NA,NA,88.2851525,31.45636686,12.27166467
Bignoniaceae,Jacaranda,copaia,LV109439,LV1,170.8,24.4,11.46496815,215.3333333,0.769999981,NA,NA,NA,NA,NA,95.98587595,65.80363337,14.93274555
Bignoniaceae,Jacaranda,copaia,LV112873,LV1,162,8,10.82802548,258.6666667,1.216666679,0.40207,NA,NA,NA,NA,118.2364446,62.17236837,8.971482001
Bignoniaceae,Jacaranda,copaia,P00610193,P006,26,197,40.4,315.9000041,1.033333321,0.4681,0.019105972,26.76163908,0.574278412,-29.59902359,97.47247258,16.76666667,7.332361469
Bignoniaceae,Jacaranda,copaia,P00610480,P006,69,127,15.9,257.7666626,0.713333329,NA,0.021019667,23.8038174,-0.49839295,-32.34162538,98.17925108,30.1,8.92292495
Bignoniaceae,Jacaranda,copaia,P00610784,P006,97,159,24,176,0.446666668,NA,0.027090848,17.5292315,0.007729853,-32.34202416,52.39634384,15.73333333,21.55251173
Bignoniaceae,Jacaranda,copaia,P00612871,P006,30,144,13.1,361.0999959,1.976666649,0.4214,0.022565285,22.59177533,0.803135265,-31.08567582,112.148773,40.16666667,6.224173396
Bignoniaceae,Jacaranda,copaia,P01860375,P018,2,53,49.3,359.6666667,1.013333321,0.5353,NA,NA,NA,NA,106.1771953,12.96666667,5.98461533
Bignoniaceae,Jacaranda,copaia,T10229,T1,57.5,25.5,24.5,253.3333333,0.533333341,0.30639494,0.031525636,16.31594604,3.019315429,-29.8047165,57.78259202,23.58383306,15.72255579
Bignoniaceae,Jacaranda,copaia,T10269,T1,41,34,13.1,200,0.486666679,0.29031,NA,NA,NA,NA,52.97530238,19.71266715,19.91178511
Bignoniaceae,Jacaranda,copaia,T10342,T1,28.5,20,18.1,236.6666667,0.540000012,0.31694,NA,NA,NA,NA,80.74647169,19.47883383,17.98046184
Bignoniaceae,Tabebuia,capitata,LV109489,LV1,184,97.9,41.71974522,296.6666667,0.646666686,0.76985,NA,NA,NA,NA,31.91207048,29.17989985,13.82933639
Bignoniaceae,Tabebuia,serratifolia,T10033,T1,101.5,92,20.5,113.3333333,0.859999994,0.65161,0.024302415,18.25474583,2.230700042,-32.3953906,40.63435087,49.44979922,21.91276156
Bignoniaceae,Tabebuia,sp. B1,NL110370,NL11,165,38,16,93.43333435,0.926666677,0.7828,0.031832724,14.18432328,4.365807247,-34.15674696,46.25295592,35.9,25.58194796
Boraginaceae,Cordia,sagotii,A110060,A11,16,55,12.1,421.5333252,3.866666635,0.45,NA,NA,NA,NA,38.10561575,131.1,10.60965736
Boraginaceae,Cordia,sagotii,A110130,A11,36,73,28.3,198.5333354,1.919999997,0.49,NA,NA,NA,NA,58.13428635,91.6,14.17225388
Boraginaceae,Cordia,sagotii,A110220,A11,50,38,26.4,230.4333344,1.806666652,0.52,NA,NA,NA,NA,56.44739192,62.73333333,13.39501778
Boraginaceae,Cordia,sagotii,A110337,A11,79,18,21.5,288.3333333,1.663333297,0.49,0.027611439,18.02433701,3.72397497,-33.18869101,75.78325573,63.7,9.205202422
Boraginaceae,Cordia,sagotii,B419035,B4,9,79,13.2,373.8666585,2.373333335,NA,0.023944195,18.47277067,3.833498443,-34.12606355,94.77699276,241.4666667,9.875937075
Boraginaceae,Cordia,sagotii,B427016,B4,47,78,29.9,425.4666748,2.75,0.37,0.026945414,17.24644884,4.935714562,-33.05981209,73.60229689,56.1,8.693181731
Boraginaceae,Cordia,sagotii,B444060,B4,89,50,15.4,316.8000081,2.650000016,0.39,NA,NA,NA,NA,70.11960527,267.8666667,9.36051248
Boraginaceae,Cordia,sagotii,B445049,B4,82,29,15.9,398.1333415,2.926666657,NA,0.024309072,18.67802658,3.480784242,-32.98370452,117.0770521,123.4333333,5.425641035
Boraginaceae,Cordia,sagotii,B445060,B4,98,45,12.1,344.2333374,2.856666724,0.53,0.02578061,17.65370055,3.732491754,-34.49119115,77.79646469,488.7666667,7.583264204
Boraginaceae,Cordia,sagotii,LV112773,LV1,150.8,22.3,9.713375796,448.6666667,2.896666606,0.37448,NA,NA,NA,NA,80.14934953,249.2902985,7.50572959
Boraginaceae,Cordia,sagotii,M17116097,M1711,15,72,21.3,340.3333333,2.893333356,0.4177,NA,NA,NA,NA,87.48152066,165.7333333,8.87857158
Boraginaceae,Cordia,sagotii,M17116098,M1711,8,72,16.2,495.4333293,4.266666571,0.4509,NA,NA,NA,NA,86.76360821,119.9666667,3.733789836
Boraginaceae,Cordia,sagotii,M17116503,M1711,35,21,22.6,390,4.480000019,0.5242,0.020904611,21.62584728,1.741324348,-33.5867603,154.6890734,47.56666667,2.035373078
Boraginaceae,Cordia,sagotii,M17116504,M1711,35,20,14.8,435.2333374,2.433333317,NA,0.025873362,17.5254774,2.507615223,-35.36748372,82.78872235,181.6666667,8.461418898
Boraginaceae,Cordia,sagotii,M17116585,M1711,59,49,21.5,373.5666707,2.419999917,NA,NA,NA,NA,NA,62.28286224,123.5333333,10.48076901
Boraginaceae,Cordia,sagotii,M17116648,M1711,69,100,43,249.6666718,1.306666652,0.5144,0.027176356,17.26933287,3.148389527,-32.78911685,66.69717419,62.16666667,9.544524072
Boraginaceae,Cordia,sagotii,M17116887,M1711,91,9,13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boraginaceae,Cordia,sagotii,NL110150,NL11,127,52,40.4,236.5333354,1.483333349,0.4803,0.025604121,17.10860635,4.766025619,-32.941832,42.7565286,35.66666667,9.369526985
Boraginaceae,Cordia,sagotii,NL110223,NL11,133,53,53.7,164.6666667,0.903333346,0.3862,0.028886237,16.06522833,4.761983802,-33.2373234,51.30439263,52.8,20.00000011
Boraginaceae,Cordia,sagotii,NL110225,NL11,130,54,46.9,208.899999,1.446666678,0.4738,0.026797795,17.41966733,5.106154281,-34.69208379,48.05914425,69.16666667,10.99629044
Boraginaceae,Cordia,sagotii,NL110538,NL11,197,46,19.1,268.899999,2.400000016,0.3838,0.023342484,19.15771501,3.755398669,-33.05316267,83.09486672,NA,NA
Boraginaceae,Cordia,sagotii,P00610644,P006,73,129,20.4,431.3666789,2.900000016,0.8566,0.021827318,20.27996623,0.334147935,-33.15824199,72.01576739,162,7.751196343
Boraginaceae,Cordia,sp. B2,NL110292,NL11,145,86,16,223.4333344,1.199999988,0.3824,0.028386576,14.0648409,3.939942955,-32.6708294,71.74253832,160.3666667,16.97001741
Boraginaceae,Cordia,sp. B2,NL110615,NL11,141,83,10.032,176.5333354,0.99666667,NA,0.031309312,14.08972091,3.132031148,-32.84524491,56.56268465,61.4,19.7216274
Brassicaceae,Capparis,leprieurii,LV109106,LV1,125,3,25,271.6666667,1.593333364,NA,NA,NA,NA,NA,67.93307721,67.56420008,9.931043577
Brassicaceae,Capparis,maroniensis,A110248,A11,56,78,23.9,234.2333323,1.563333313,0.54,NA,NA,NA,NA,49.42694733,136.6666667,13.69863027
Brassicaceae,Capparis,maroniensis,LV109035,LV1,104.5,49.8,28.66242038,258.3333333,0.50999999,0.65685,0.057774122,7.785735714,7.599924206,-28.6435414,29.36538569,59.79026794,15.59746112
Brassicaceae,Capparis,maroniensis,M17116825,M1711,86,97,34.9,336.2333374,2.230000019,0.5944,0.035822243,12.63856766,7.482595746,-29.41761102,75.28643274,121,14.82843165
